4 3.2604117409925895	25 3.188386131035603	27 3.188386131035603	29 3.188386131035603	33 3.188386131035603	41 3.188386131035603	57 3.188386131035603	26 3.169812691920138	21 3.1680070170221017	5 3.133859543686202	15 3.1234682666558933	6 3.0931888925915816	16 3.0247686702493732	35 2.9729428704021106	24 2.8919815092627634	38 2.8517792510052637	42 2.8517792510052637	0 2.6165124468329153	23 2.4299410581578207	7 2.1272615406496476	
42 2.8461225568219297	35 2.8128633217344823	6 2.767821222375858	15 2.618851884740741	25 2.523947871666253	27 2.523947871666253	29 2.523947871666253	33 2.523947871666253	41 2.523947871666253	57 2.523947871666253	36 2.4749345094071544	26 2.4294501083614772	5 2.4268363212041892	21 2.3628968604236085	31 2.35320920163973	32 2.279106232584552	38 2.2574876050846626	0 2.1962847939999435	24 2.1570198525202446	34 1.9513673220832282	
36 2.101197137871153	15 2.053212883397585	25 1.9428090415820636	29 1.9428090415820636	33 1.9428090415820636	57 1.9428090415820636	41 1.9428090415820634	6 1.884801620905379	26 1.8803255292165533	5 1.8680574191742698	16 1.8431104890504297	21 1.8431104890504297	35 1.7852762224122165	32 1.774536428741723	22 1.7632778078556577	38 1.7377012337114837	42 1.7377012337114837	24 1.682521984712165	34 1.540440114519881	23 1.373773447853214	
6 2.8976325486382732	25 2.875007866690836	29 2.875007866690836	33 2.875007866690836	41 2.875007866690836	57 2.875007866690836	16 2.8688933011307434	15 2.798327171380256	35 2.784961282719938	5 2.764388913478994	26 2.716627083077961	4 2.71058341133568	21 2.571485210306945	38 2.571485210306945	32 2.49620586380819	22 2.355581400014794	24 2.3474340932933835	23 2.03293755850176	34 2.03293755850176	31 1.918085455503407	
34 1.1153550716504104	7 1.0	28 1.0	30 1.0	43 1.0	58 1.0	21 0.9636113749942801	4 0.9161160778352877	24 0.8796528112548948	32 0.7877263614433763	26 0.7345269620945947	3 0.6735753140545634	31 0.6666666666666667	15 0.6556100681071859	35 0.6010355357967805	25 0.5773502691896258	27 0.5773502691896258	29 0.5773502691896258	33 0.5773502691896258	57 0.5773502691896258	
36 7.858881409061478	33 7.8356324937632245	57 7.8356324937632245	15 7.646765722494545	5 7.602298212035522	6 7.6016800977194565	16 7.433533676495068	21 7.198327441916104	35 7.17921454301963	38 7.008402761104306	42 7.008402761104306	24 6.571143860409848	34 5.840926158848513	23 5.7160404750870395	0 5.555689117663379	7 4.946433242648904	31 4.874821755244961	3 4.4795290418706175	1 1.0	4 1.0	
36 2.4525168556364023	21 2.374381886567283	4 2.336151598866724	26 2.3079527607940085	25 2.3010862608610467	27 2.3010862608610467	29 2.3010862608610467	33 2.3010862608610467	41 2.3010862608610467	57 2.3010862608610467	15 2.2397129002881093	6 2.2323815781618093	16 2.1830021030523827	24 2.167504199007623	35 2.1469444176999537	32 2.066052289799017	38 2.058154120550445	42 2.058154120550445	0 2.0553347353682545	22 1.9235042512751386	
36 6.299815639348663	25 6.224576575415166	27 6.224576575415166	29 6.224576575415166	33 6.224576575415166	41 6.224576575415166	57 6.224576575415166	5 6.179336613657239	15 6.058557948006621	21 5.9399294081593155	35 5.937550377158967	42 5.817317126659101	32 5.691003691571804	34 4.9904127287086935	31 4.052445919133196	0 3.9367678896885554	39 3.9367678896885554	7 3.72984372489534	22 3.6781424617561473	3 3.363914246223567	
16 5.69933707012565	25 5.593450223197172	27 5.593450223197172	29 5.593450223197172	33 5.593450223197172	41 5.593450223197172	57 5.593450223197172	35 5.5933454936637155	42 5.558612795541386	15 5.444264665387358	4 5.378964699408451	26 5.369829090258011	32 5.100036325336475	38 5.0029339711321	24 4.749607168664973	34 4.2713943490689665	39 4.13760853681605	31 3.946758269654086	7 3.22937999206166	3 2.796725111598586	
36 3.6401142746357085	25 3.512202743615024	29 3.512202743615024	33 3.512202743615024	41 3.512202743615024	57 3.512202743615024	4 3.4474192660375294	32 3.4241629107944656	6 3.4073371507079737	16 3.3319680822347646	26 3.3187196477300365	35 3.195112834304408	21 3.1414096341937836	38 3.1414096341937836	42 3.1414096341937836	24 2.867701531686646	23 2.6777595493836333	34 2.4835023769121802	22 2.4651320080968078	31 2.36110453280801	
36 9.981515582736222	27 9.979188546320493	29 9.979188546320493	33 9.979188546320493	41 9.979188546320493	35 9.727220388903351	26 9.551142065224134	21 9.213641021117972	32 9.055173298736488	34 7.511693693103824	23 7.250609064313798	7 6.324561871491623	0 6.31139300132749	39 6.31139300132749	3 5.558666196405468	22 5.3572559809719005	55 1.5833272557427547	2 1.0	4 1.0	5 1.0	
4 3.6831669875853974	26 3.483036913787441	34 3.468018298532038	15 3.384964237321683	24 3.382750897095614	25 3.381495112484226	29 3.381495112484226	33 3.381495112484226	57 3.381495112484226	41 3.3814951124842256	6 3.3724650140737826	16 3.327833761024574	36 3.315828762245326	5 3.2513885294839824	32 3.241211989083161	42 3.1940170507444128	38 3.0245011748392105	31 2.504484501555709	23 2.3910781245867634	0 2.1386452904354853	
36 6.044621907630558	27 5.964329011859732	29 5.964329011859732	33 5.964329011859732	41 5.964329011859732	57 5.964329011859732	16 5.9175300023492445	5 5.802995100881658	35 5.773306972540306	26 5.703745081418682	42 5.701322162933492	21 5.440067299615949	38 5.334658044277003	24 4.9660792905764515	23 4.392829093375082	34 4.384084156180343	0 4.372172878419635	7 4.293027588127941	3 4.027989932314775	22 3.561756213138417	
4 7.719691143142184	27 7.422135250191384	29 7.422135250191384	33 7.422135250191384	41 7.422135250191384	26 7.4046877378811855	5 7.39896788252918	6 7.340556856440269	15 7.271333963101077	16 7.223829933563594	35 7.09941058704844	42 6.896758472797299	24 6.650970531263337	34 6.271576713497426	7 5.289851247068664	0 4.694170498485692	39 4.694170498485692	22 4.389118586386391	2 1.1961161351381842	46 1.1961161351381842	
22 2.71902276153159	2 2.196116135138184	18 2.196116135138184	21 1.8257413173575432	15 1.8048957672061143	4 1.7578336603753821	26 1.7283453715636496	25 1.6876874568774678	27 1.6876874568774678	29 1.6876874568774678	33 1.6876874568774678	41 1.6876874568774678	57 1.6876874568774678	24 1.6666661728098746	6 1.6372973288790236	5 1.6227519059207243	16 1.6010809026690005	35 1.5889246978196456	38 1.5095135513407052	42 1.5095135513407052	
21 2.0237938702152785	4 1.9852695897243473	34 1.953502926735144	26 1.8779895069224217	35 1.8676640954080697	24 1.8474625907626512	6 1.8185066328186146	16 1.8136372612415392	5 1.7629996614647125	25 1.7626703331243752	27 1.7626703331243752	29 1.7626703331243752	33 1.7626703331243752	41 1.7626703331243752	57 1.7626703331243752	15 1.7357784094614628	36 1.7284404662754393	38 1.5765802747153206	31 1.4907115432809164	23 1.4218077494100023	
36 4.156444215736859	4 4.053201970554468	15 3.9256310252449103	32 3.8813369963470015	6 3.8641703236415537	25 3.83875803264042	29 3.83875803264042	33 3.83875803264042	41 3.83875803264042	57 3.83875803264042	16 3.824339816658271	35 3.7563059293532475	21 3.700579175370841	42 3.691688453810095	5 3.6910577775823366	22 3.5055991640312985	38 3.433489564062934	34 3.136717591765396	7 2.9345414962918683	23 2.714411836214371	
22 3.73108310215198	47 3.196116135138184	25 1.9507231758362522	27 1.9507231758362522	29 1.9507231758362522	33 1.9507231758362522	41 1.9507231758362522	57 1.9507231758362522	16 1.927314994920645	15 1.8986945149012273	5 1.8756670487845168	35 1.8665401992177006	42 1.853245079490982	26 1.8432601428545876	4 1.8391594478020958	21 1.7447798505816539	38 1.7447798505816539	32 1.6937020196030717	24 1.5927588034067752	23 1.3793695858515718	
36 1.5634644922906733	32 1.5207886822505716	22 1.5180339887498948	4 1.4718134037662767	16 1.4642911426864234	6 1.4612583102566188	31 1.4481719832960467	35 1.438050906397517	26 1.4121009642423572	25 1.3944271909999157	27 1.3944271909999157	29 1.3944271909999157	33 1.3944271909999157	41 1.3944271909999157	57 1.3944271909999157	15 1.3842726670460954	5 1.3407751373879433	21 1.2472135954999577	38 1.2472135954999577	7 1.1899730935488857	
36 5.957249964315674	6 5.58072755188247	16 5.538282757370024	27 5.4963413248791255	29 5.4963413248791255	33 5.4963413248791255	4 5.454165823693086	15 5.443404385607949	35 5.3884786569506975	5 5.284863808279169	32 5.273441073929169	26 5.193554380841941	21 4.916077131988391	38 4.916077131988391	24 4.487743899375574	23 3.886500222537882	34 3.886500222537882	3 3.5179710213590636	0 3.476191476865106	39 3.476191476865106	
4 3.415180199783917	6 3.3741634252151136	15 3.3700815951557894	27 3.3662046511894577	29 3.3662046511894577	33 3.3662046511894577	57 3.3662046511894577	41 3.366204651189457	16 3.3348834866407033	36 3.3008352313772766	35 3.2657148435097625	26 3.2652798430429337	5 3.2366863847785874	32 3.209130052998477	38 3.010824970494238	24 2.931068774234256	34 2.6964939017346	31 2.535011384592098	23 2.380266135717762	0 2.1289747536022623	
35 4.857030790415179	42 4.841585112608911	4 4.555996003254563	25 4.344999885200851	27 4.344999885200851	29 4.344999885200851	33 4.344999885200851	41 4.344999885200851	57 4.344999885200851	21 4.3334996377151125	26 4.318061577639269	15 4.249233428056331	5 4.245971366486844	24 3.9559258408617204	38 3.8862860422151537	34 3.77948566426684	23 3.2477904869416983	7 3.128366136298711	3 2.8674869585331972	0 2.7480192140809647	
36 6.486593809882689	27 6.4150536826684	29 6.4150536826684	15 6.270991653717392	4 6.249848994836495	5 6.1682277412871205	16 6.162550783729689	35 5.942147173337109	32 5.903353564357041	42 5.84626367441209	21 5.822313870975614	38 5.737798445502762	24 5.315021073347613	34 4.6697585816467715	23 4.5361279606905605	31 4.228661158417053	7 4.088633150014251	0 4.057236189896635	39 4.057236189896635	22 3.763326413751297	
36 4.235641226713443	6 4.228485682425187	16 4.210563107486286	27 4.119523453517986	33 4.119523453517986	41 4.119523453517986	57 4.119523453517986	42 4.112328556440728	4 4.037875264721375	15 4.009649694067167	5 3.961020453425571	26 3.9069104842717244	32 3.810388547475271	21 3.7185169659694046	38 3.6846137907883643	24 3.3945260378785225	0 3.205415397519923	34 2.9665485959814824	23 2.9129429692395923	22 2.736734086394098	
6 5.573938974998536	16 5.565057736403023	35 5.512293313848943	36 5.475250067593125	25 5.383681387291511	27 5.383681387291511	29 5.383681387291511	41 5.383681387291511	57 5.383681387291511	5 5.37079575282041	15 5.240090673369984	32 4.960902211237983	38 4.8153110204736755	24 4.751708351208794	34 4.423362670341343	31 4.079901820608673	0 3.40493907609925	39 3.40493907609925	22 3.3020827012367535	7 3.2443526616718863	
16 2.9031097711252674	6 2.901978697535563	25 2.7847255189855202	27 2.7847255189855202	29 2.7847255189855202	33 2.7847255189855202	41 2.7847255189855202	57 2.7847255189855202	15 2.710452786893588	5 2.6775802741110972	26 2.645644989523303	4 2.643332939871149	21 2.524637398833042	38 2.4907342236520016	32 2.4366249324837352	22 2.3152059066873223	24 2.3046680881033734	31 2.0848049725188758	34 2.022703924959779	23 1.9690982982178893	
25 7.543756928793777	27 7.543756928793777	29 7.543756928793777	33 7.543756928793777	6 7.458547215791468	4 7.432335850247708	15 7.362674908838419	16 7.339210388734552	26 7.228772316781088	35 7.1312882184653255	42 7.005540209154332	21 6.929915505242227	38 6.747341319407171	34 5.622916814567898	39 5.371090801932998	7 4.9751693764892995	3 4.466865480329661	22 4.443509454564907	18 1.1961161351381842	46 1.1961161351381842	
5 6.023895673260136	25 5.992038566023616	27 5.992038566023616	33 5.992038566023616	57 5.992038566023616	15 5.946001741976933	4 5.917680243292883	36 5.8756772258374905	6 5.8131312754094004	16 5.684546908861156	35 5.4841960610443214	21 5.443957648444518	42 5.3594422229716665	24 4.969630676926403	34 4.3706417241228275	31 4.007672874633517	0 3.789697939240771	39 3.789697939240771	3 3.7854974171968867	22 2.6797211114858333	
36 4.491744512852307	4 4.490427289254558	32 4.4201398384717345	26 4.253813583305034	5 4.234401135883116	15 4.210440083921095	21 4.2054295248024545	25 4.201813146021463	27 4.201813146021463	29 4.201813146021463	33 4.201813146021463	57 4.201813146021463	16 4.062886452044384	35 3.9902062863565915	42 3.866681158211825	24 3.83901435788756	38 3.758215929302496	34 3.678237350017105	31 3.284179472135885	0 2.657459968773098	
36 6.931594219170155	6 6.824703796391008	16 6.782767208481232	25 6.68998139857113	27 6.68998139857113	29 6.68998139857113	33 6.68998139857113	41 6.68998139857113	26 6.608430220284962	42 6.6004307415708245	32 6.5316962471092985	21 6.439241466702488	5 6.432577323997788	38 5.983701270165663	24 5.878196340892673	31 5.5129731615755	39 4.831115744728699	23 4.730531212941509	2 1.8944271909999157	18 1.8944271909999157	
16 3.782963382721768	35 3.7527298314274136	42 3.751838356007046	36 3.6794332890769232	5 3.63018126001634	25 3.5734149897932395	27 3.5734149897932395	29 3.5734149897932395	33 3.5734149897932395	41 3.5734149897932395	57 3.5734149897932395	15 3.4781067476053713	4 3.46527300656688	26 3.4537114586322324	21 3.3787337174328154	32 3.2780046627141304	38 3.19615953159776	39 2.8600260785467952	34 2.81546110587127	31 2.780490383875797	
6 4.658942259917506	35 4.625658264830012	36 4.5764973444456905	4 4.5143998451512	5 4.489509503012598	25 4.467129852646827	27 4.467129852646827	29 4.467129852646827	33 4.467129852646827	41 4.467129852646827	57 4.467129852646827	26 4.354671572504824	15 4.347984918432132	21 4.311750171951607	32 4.268800925613289	38 3.9955224059347683	24 3.9360713858411236	0 3.425260987619264	7 2.9124319562639913	22 2.8921883939673	
21 3.1657376577011576	36 3.083839132346401	4 3.056734690253128	25 2.944911182523068	27 2.944911182523068	41 2.944911182523068	57 2.944911182523068	34 2.9231040692969157	24 2.889909877110821	15 2.8663660627965992	6 2.856983497318875	5 2.8316026256711853	16 2.7937880531018227	35 2.7691741979156688	38 2.634008636728348	42 2.634008636728348	32 2.58033929993821	22 2.2114315093640897	23 2.082366667154156	0 1.8625253687345484	
5 2.7478629335648064	27 2.655790079237061	29 2.655790079237061	33 2.655790079237061	41 2.655790079237061	57 2.655790079237061	6 2.6531913262169486	36 2.6042164303915203	15 2.584956245272899	35 2.535884941242398	42 2.516832216694758	26 2.509485744304924	4 2.5039028992486463	32 2.4812831270811584	21 2.3754108604574484	38 2.3754108604574484	24 2.1684435193588354	34 1.8779271744364843	31 1.7158953029937103	0 1.6796691275336335	
21 3.087819519517391	36 3.087027829881432	22 3.0178702510910203	34 2.9390266291911065	4 2.922920256473448	26 2.862903888713869	25 2.7481630287138814	27 2.7481630287138814	29 2.7481630287138814	33 2.7481630287138814	41 2.7481630287138814	57 2.7481630287138814	35 2.698744337411155	16 2.6838328645455105	15 2.6748654721019185	42 2.566496967091706	38 2.4580317381823775	32 2.4542236274904092	23 2.137501885881199	2 2.0	
22 3.115644289773137	25 2.574560155365419	27 2.574560155365419	29 2.574560155365419	33 2.574560155365419	41 2.574560155365419	57 2.574560155365419	15 2.505892843140091	6 2.4976902259007616	16 2.442442219221509	26 2.432730680883112	4 2.427318592575439	35 2.342122820230466	32 2.303494123252506	21 2.302756607823799	38 2.302756607823799	42 2.302756607823799	39 2.2282948128143394	2 2.196116135138184	47 2.196116135138184	
27 4.422500636025794	29 4.422500636025794	33 4.422500636025794	41 4.422500636025794	57 4.422500636025794	15 4.398204609925003	4 4.305656349535499	16 4.2722489879001815	5 4.252340269995573	26 4.178870305696153	32 4.126251797886228	35 4.115159787296247	42 4.0640700499852205	21 3.955604821075892	24 3.6109566484657547	23 3.1271801895356584	34 3.1271801895356584	22 3.0476412053992674	31 3.0266932744369175	0 2.797034992676963	
36 4.388435064344905	25 4.296457767245913	27 4.296457767245913	29 4.296457767245913	33 4.296457767245913	57 4.296457767245913	15 4.1818649089856095	6 4.16817628008478	16 4.075977724565599	21 4.032793332819329	35 3.9407587218260396	32 3.909666079685856	38 3.8428686520075317	42 3.8428686520075317	24 3.6814197969026434	34 3.3383517099240767	23 3.232311594772651	0 2.7173184830437327	39 2.7173184830437327	7 2.6166438119692406	
36 7.8836465928461825	25 7.839773563038391	57 7.839773563038391	4 7.793778326250806	21 7.775548007580625	26 7.730502565624517	6 7.605697525019341	5 7.538130024942835	16 7.437462239752488	35 7.261395831388994	24 7.098071734527099	42 7.012106646063828	32 6.8269507228313575	23 5.543557049391467	7 4.619953958164096	31 4.526295377005926	22 4.40048051403183	3 3.946923685040989	0 1.0	2 1.0	
36 6.813997973357097	5 6.579673555241532	27 6.570056288145922	29 6.570056288145922	33 6.570056288145922	16 6.492173352535583	4 6.418097037585724	15 6.414944298747445	35 6.306479226006935	42 6.24310110917418	26 6.231560018022007	21 5.876436990517691	38 5.876436990517691	24 5.364428495773853	34 4.645731354125299	7 4.413003049501149	0 4.155268445210527	39 4.155268445210527	3 3.980015160005733	18 1.8944271909999157	
4 5.608696158695696	36 5.496251249535943	6 5.475676647500624	15 5.450194860059069	16 5.430166658376306	32 5.412078683549361	27 5.405098474598499	29 5.405098474598499	33 5.405098474598499	41 5.405098474598499	57 5.405098474598499	5 5.391388795154794	26 5.377822916369235	42 5.26218181136543	38 4.834467045713065	34 4.480490311723203	7 3.838868572098963	0 3.4184844314466036	39 3.4184844314466036	22 3.3116607138564484	
5 4.942540802985855	25 4.867412525322838	27 4.867412525322838	29 4.867412525322838	33 4.867412525322838	41 4.867412525322838	57 4.867412525322838	6 4.798780255440139	4 4.7729713847797965	36 4.772890662947518	15 4.757712553439905	26 4.699864561658367	35 4.597592241612868	21 4.5361202982973685	42 4.494967468699622	34 3.7304555380829303	39 3.678421978330433	31 3.207610579798982	7 3.09664788136787	3 2.7437930991344404	
36 5.9493710566270055	25 5.867191822269046	27 5.867191822269046	29 5.867191822269046	41 5.867191822269046	4 5.8295449241789505	6 5.692012143288338	5 5.641445442514088	16 5.566106888245201	21 5.514865511957686	32 5.447797352148392	35 5.382763899523205	38 5.2477759006497795	42 5.2477759006497795	34 4.571036879599723	39 4.3107379254968015	23 4.148731124048698	7 3.865983538592124	31 3.7723249574339546	22 3.5183151413248055	
